Publish time,Page name,Permalink,Post type,Impressions,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Seconds viewed,Average Seconds viewed,REELS_PLAYS:COUNT
1/31/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0gbREgGLGJo2w5G7qDBVRXhUWuNgPJPVCTmSUyJn5AiiZ57vLvigqEoQ66MdAn5yol,Text,7,7,0,0,0,0,0,,,
1/31/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0KK8EnUgL35jh2KJHQfMF2y54q6ehR7tEqKX95tLqYBpEjGxeXF2V9cu4fFvHkb2sl,Photos,7,7,0,0,0,0,0,,,
1/30/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033pymfHwUG5mr6V3cJvf3V7pbs8Eu7gm4feZEBpZM3oXnwkjwAfaL2hvptJjbGnMAl,Photos,7,6,0,0,0,0,1,,,
1/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0mwnyB1eetvqvpkBHbXf6wHoK896544dhLS9p4u6NdZ7J9BN5NhQSVjdvjq9TNTk4l,Text,7,6,0,0,0,0,1,,,
1/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0cNEzHGxE7tCts2AtiQSUTgCZ2RXxTrVQBjSXLa9DQt4d5ZqZEyj14tdwwwqqoZz2l,Links,7,6,1,1,0,0,0,,,
1/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid09xTfdRQCxxL3zySKVLtg3uVnquqePpBUqLHJdGG9xTiu358Hdh9DATAv3vdvrg77l,Text,7,7,2,1,1,0,1,,,
1/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02LzycJr2ERQLh5WbRRqZNWcYjBpJPdXSVxF4i4DtkQupszbGgG6gBFmZBYWjw62oSl,Photos,7,7,0,0,0,0,0,,,
1/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02VQpRJARVSvWNPg5rL8XHyqExQRbZpmVarKWuyJqxJtFMKArpxt96VLxXs1DLRz6cl,Links,7,6,2,1,1,0,1,,,
1/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0HJGfBd7UgJKAZsgzphYYn2BMrngoVhzzHqfGzoUaihq8BddnFkemYZf79TFSsPERl,Links,7,7,0,0,0,0,0,,,
1/6/2024,Astrofluenced,https://www.facebook.com/reel/885701549758210/,Videos,7,5,0,0,0,0,0,19.742,4.935,4
1/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/288111687192257/,Videos,7,5,1,1,0,0,0,18.071,4.517,
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02En3892d6AEYSCtrxJf6tgbNYC7Wi59yvFEn9WZTL39M3iWAGfKwYk8LnyHphex5fl,Text,7,6,0,0,0,0,0,,,
1/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02nkyJWaSEMj5MZdCzCbHexWQxCwxTJEikVupmX7wRezRoNUHBwFritcQfLD2uJLTAl,Links,7,7,0,0,0,0,0,,,
1/9/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0u2rr3rUMH4t64HTX2Dd6NBpANhAsyVp6zMEffmK6Gy5f8Qi3v6qDqZ4HFhTkYpBbl,Photos,7,7,2,2,0,0,2,,,
1/10/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid09WFTknGJA91CL2q1FZ2MxG4w5g39DkuXB8Emxau1xQsdCRuiQPLG1UYwE8t7T9QHl,Photos,7,7,1,1,0,0,0,,,
3/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0wXEfZ1sWRQuLDy297aGcNG7pM85YTXx6gfqLAhLrnqNLJhaZAN43dgUi7Sp4F9vBl,Text,6,6,1,1,0,0,0,,,
3/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0z4fnuP89syT2YTt1886ezEbywJSXELDECMvoFfnK1xpYan8VacEC19tjKfKadf2bl,Photos,6,6,1,1,0,0,0,,,
3/13/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02nzQPAGdQhwVg38BRXyrrs6iBFJ5RYchKpBAhRtP2KQ4qj6GQLCsxfjt8dFTN42f4l,Text,6,6,1,1,0,0,0,,,
3/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0rSUfvnCguqeq1gt778CbsGGkXX9CccBjczKTVzAF5CkdysxFBse41DKmrJLCv1iul,Text,6,6,0,0,0,0,0,,,
3/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid03511y9Z94drQe1cAu6Zi9A6U8zi2eWRL7gPhvgmV8Hp1whA7o17sgudwQ55kaXPu2l,Photos,6,6,1,1,0,0,0,,,
3/6/2024,Astrofluenced,https://www.facebook.com/reel/916909526573918/,Reels,6,5,0,0,0,0,0,77.635,19.408,5
3/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0zgvjzfhL6qWzpw5LcpRkXviecu68kGHFjNQQRLh5J4fTtPabp7wenJwV4dmssP29l,Text,6,6,0,0,0,0,0,,,
2/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0zPEdR54wYY5VkdWcEbR3LyrCVwfsmidoqNcL85P7afkUDZ7wb4zEku4CwJKKRxBul,Photos,6,6,1,1,0,0,0,,,
2/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0211GtJiVU4jWRuM49hGkSyvaDTcqSUm9BDQKNBLXnpfcSNMQvkuWWWtGcQnL1Q4Rcl,Photos,6,6,0,0,0,0,2,,,
2/27/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02rjjQwaYvASb6tCBz9khVdyixgrBMJtav1pCD6VxRJvooofBbnCckKv7AmPtiragal,Photos,6,6,1,1,0,0,0,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02BAa9vK3MYkLsEdymCEbvVkCd3VWU9Tut8rKD2PP1u6uXPfvzfUrgX6WzWjNaPrwzl,Links,6,5,0,0,0,0,1,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0tNXYgiZTRLao3M2JpqVCrinLLb5kQfUXjZUXrVRcWa2XMsjBhcJjgsSr3Na1CmeYl,Links,6,5,1,1,0,0,1,,,
2/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0sMzRW62FpAJENHFFSviRjJYqSDdHvH6ern4cU1WzVoay6QVSc9YPTu4bf2fX6S4Nl,Photos,6,6,1,1,0,0,0,,,
2/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0X77FHnapR1e9o786ixndLshCaBjCyFCMu6T6tUCSsQB1E7GYq29Zzb94oQp3Za55l,Photos,6,6,1,1,0,0,0,,,
2/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/1057527111994560/,Videos,6,5,1,1,0,0,0,11.24,1.873,
2/20/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02ZL5tM9fbDzh8RvRfpvPvveJjBjXF4emLSoQrPosgXgtFdzK5GsJfsGLMHjKxT2cwl,Links,6,6,1,1,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0nT4ZCZZMYDz8HAG2TTaPb2ySpXTpBZHRLL3c5U3w4vbKKUupcNuwuiuFPZ9TeJgjl,Links,6,6,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid05h6jaNvgDDix7ZNPHr7DUnUHXacyWczUoe5rF1GZKXimpxCF5xp8qZEJcV1t7TUkl,Links,6,6,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0NmkAS1mRHmScjiJbUt9t1wfFTJoint25FHXUFtbCMvZvoTfM1zSxYASdyqMoa3aUl,Links,6,6,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02uGHtfZQU2vA6beXJkMEbQbkhGtU7g54EdqDqCUWGSmNxkEmWFWgmxdSHfoAtGc7tl,Links,6,6,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02cwsqHEsYnUC2ADLeW9NrpL7mLiJiQgjB1DHfAokxp6CsFnsmszviHyqNowNSDZR3l,Links,6,6,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02pJrLZNakQWqtv7EFDXyZmtAnjnW484SpS3YVP8EL4nX5TVg5VVppmGRPa2vu5z8Vl,Photos,6,6,0,0,0,0,0,,,
2/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0JCoQK795E2Hsx8i7wW4wAXwBrrUHA2xci64QpHnikn89ak2X8GKbWD21h43QHgYYl,Photos,6,6,1,1,0,0,0,,,
2/17/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02zU3FMXjm7uVKSX65BudZJkFwRYpxxiUFg3BZNYcnv3KdJQyXP2BaDeja1LFcVhnSl,Photos,6,5,0,0,0,0,0,,,
2/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0288rURTK5eC2FF2qWEj4q1Y8Dn6E1C5P9daNtbmpt87uSkxVjwg2RdC9VZskGJp1wl,Photos,6,5,1,1,0,0,0,,,
2/14/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02C6xbzUYDiV8x6Ve1zKQumfUWXdiTftPcmj6SzLu9332wjZUY7RCKqjsAoGasfpXEl,Photos,6,5,1,1,0,0,0,,,
2/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0XWhTQoFEnPMk1J8H69yHgTik8xj3TtzfbA85czdGUomzcfG5VbYM5dcqy6oUhiDMl,Photos,6,5,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0tFyX9nv5ZG21RcE5JscTyN5sfPtb86aDyW2CxHDqXchtvqNEjxrnZX5cvieLR7ZXl,Links,6,5,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02FG71X7bAkekTB4Af6p2j3jRV4S3RgcbqZrrWEnXg8mTAyUU3yn6pzH2MgBWUMCwTl,Photos,6,5,1,1,0,0,0,,,
2/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0xQEhtRhA8asWRVyB241sbYeCUig18bFyoF2SR43ohBoo2R6JKC9884xSNVBcRa6Zl,Photos,6,5,0,0,0,0,0,,,
2/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0vu2jSxyKuCjJGPtzQ1vH4XixgzDw6XMFhjYrMThkhew1DPETFx3prNVD9FpsCdtl,Photos,6,6,1,1,0,0,0,,,
2/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033Mttj2mN2H73kp298pgCCqU73Swm6kGiGVgfKo7Ko48HTxgw4zeUEvBiFJSACkqcl,Links,6,6,1,1,0,0,1,,,
2/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0nfjJAqU7Pb9bzhHrabREs9xutQjxKvY58byv9Zo2m1sJV7YTRoheAYaYec64gpDGl,Photos,6,6,1,1,0,0,1,,,
2/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid021fAr93PGDG5vyMQzgUG6W622umj3zHhjvHUWtBWXc9e76wQcceGRDEYP3RFoudykl,Photos,6,6,1,1,0,0,0,,,
1/29/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02h964nafeGHX8iszxbMNMh2fc2UseTom9Lf1qEEaYUTP45qVkEAzuMiYA5TatfN8yl,Text,6,6,0,0,0,0,0,,,
1/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02FTTmLC5jJYR5NEBjMqg5vnQWNUXTqzwoLGJSypdKwzmYgobjdpwRvbiAosr22D3el,Links,6,5,1,0,0,1,0,,,
1/27/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid09cUWaLHT5QDnGPLrU7sFSSQJsszV1YbFKVYi92JzBS3x8qXzXHUZT9qCcdQSbFbNl,Links,6,5,0,0,0,0,0,,,
1/27/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0fMSyyUKgfua6BFV7YeL7krKQJxJfxwDWFu8a2pkHbhZMzLbZiJ4WNHeaDJFAAGgrl,Text,6,5,1,1,0,0,0,,,
1/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02zEpqUF48dPV1VDipkciBEauUqA6AC9URYjs2DMxBfA5k8r7Jdz2UHrrJwjs7PcpTl,Links,6,5,0,0,0,0,0,,,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0386T4XmosnUKya1tspK4XVuFu2Fti3NU9DUWcjoaNz9AuPsKQrCHXCnkU4gLRdZ9zl,Links,6,6,0,0,0,0,1,,,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/2028726637498135/,Videos,6,6,1,1,0,0,0,39.984,7.996,
1/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid08R8JVe2ZZSQqcrrQqMqzJkCD69q1zv4yctbQsdAvPc9iH36hxh8SAGcziAu34Txsl,Links,6,5,1,1,0,0,0,,,
1/4/2024,Astrofluenced,https://www.facebook.com/reel/7027700850651508/,Reels,6,4,0,0,0,0,0,32.189,10.729,6
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0ePrt8KAQ8hwP6H2jVJXrVhQHGHhkk9yJeBoqb8GNxcekHddbgoC4WvJe7oBL6KL8l,Links,6,5,0,0,0,0,0,,,
1/9/2024,Astrofluenced,https://www.facebook.com/reel/290360807342670/,Reels,6,3,0,0,0,0,0,13.827,3.456,5
2/25/2024,Astrofluenced,https://www.facebook.com/reel/393210823442233/,Reels,5,3,0,0,0,0,0,30.974,15.487,5
3/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02GY9b4XJNBis3owYkxj5NrYD6LaYwsRfg8c3UrbjQqyv1Dv1ShDeEVZRd65hUgKDpl,Text,5,5,1,1,0,0,0,,,
3/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid029d29TMoG8Hzs3YozyEs63s4hNE8CiSiQcSyxWrZHN6qzuepVvaWkRxKr7MjJfvbYl,Text,5,5,1,1,0,0,0,,,
3/15/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02nLwnHzPp7nVu8EqqXeoC9NiJbHAiGqUdeVjz6eJwxM6itjEbuDZV6q6cvLX9v9rUl,Photos,5,5,1,1,0,0,1,,,
3/13/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid09ocbd1GTmfJyCV4Er5nJsxYyMAS37NPKf5F8d952KCPJCAmNHCpJfnv3vS3txc6Ql,Photos,5,5,1,1,0,0,0,,,
3/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0KTeJeHYkSshji37bMjGjSBuay9qm7LTV3FsPsMAgu6SrNxBmDeHTbTadphvSjgNrl,Photos,5,5,0,0,0,0,0,,,
3/9/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid031x6b1EUAgAAHyerXhqNUpTj3Tsg58ysteH5V3jnn6CJumdtDkL681zeuCBJVB1gMl,Text,5,5,0,0,0,0,0,,,
3/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0F6PMMXxVQ5KEpN9H8QTdNmH1bZQnk8Pc4RvHdkbuEswQGhz7iE9MuhNN8dPHCRTwl,Photos,5,5,1,1,0,0,0,,,
3/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02NDCVTAKKN2jUZfUWyFeXY1TKj8njCGxEpctcUEfMmyPziL93XPnV8KtuSK6SpXtUl,Photos,5,5,1,1,0,0,0,,,
2/27/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0kA9ptgQXsYgDaXny332vtvi7p4K9EULMFXh6Bws1yjVYUyBTwnM72ouWep2oV6Y5l,Text,5,5,1,1,0,0,0,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid022LGWcqDgQW6Ntu7WLmhuU5H6CnPyAw3yD1sZo2VXoWs3ApsCyy3P7hZVyetc31gel,Text,5,5,1,1,0,0,0,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0iffB9QJ8SdcUxwVuZQhgeiB66ntxRUEUUeHKncKVb2r8kATNkQV8TfDLKZDQ7PW8l,Links,5,4,0,0,0,0,1,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0GcxNou3iJjm9SGV1Kky6nv4MxeMeW6Y4vjdcbyFKsbpmZN7TwKfkTrrf5uHUhshXl,Links,5,4,0,0,0,0,1,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02wzY8ME1uExcuC5gCX9EaEVnDgQYjv1RgZ6HfWArufcynTBj7yYmdY5wr8tfEdd3Pl,Links,5,4,0,0,0,0,1,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02CohELqR4A8ikeQTDmeVyBJeLxHMrsAdBYMjxt14aNtm1gzdipsCiHyz6znpQSNgcl,Links,5,4,0,0,0,0,1,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02581R7kLoUz13KT9B27VBWSwpQFBwmcpTiBAujseFY314nT2LEyT7qB7rc1QbcpbBl,Links,5,4,0,0,0,0,1,,,
2/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0wJTYL4vmxien3DVENe212pnLJ3WCgsNfnQ4yu5T31EdwZFXLNPDiwvDoPQLkhkkRl,Photos,5,5,1,1,0,0,1,,,
2/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02JnywfKUNNWb8ogn8itnqstVe9cwevZqDB9oeMzJtW7mnLqJiuoLCF5hLxrxwNd1kl,Links,5,5,1,1,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0EF8cGtw2rzN1E9Z991V8vchvD5JKnpJesN9RMFeLUHHQxq8PszdkGZtX4Ddk8jTkl,Links,5,5,1,1,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02NXYdmD7TL7pEW64DLCDNoTHCvPMzmkAo39HAJSr8xkHYXmbGfbXx8Mj17yV2YyCWl,Text,5,5,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02pXC5P3EBUKtZDf4qn2hJWaTp9pb12Xr8uspKTCuPpwB3XUsBayvPDhzL2ZzHdo4kl,Links,5,5,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02PjLBNiPSZG6PdBCnhbXeEyjQdCiJosNAKuW6vndtjtzn5vde7jQkoEz1GwBcUhc8l,Links,5,5,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0EqkYd9BbA3frTFVsvXSwCK6TMmuephpgtQpiRhPsFMM4Nve4u1mdFodKeMcmBWS2l,Links,5,5,1,1,0,0,0,,,
2/17/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0kySXeSCwrZU7y89uH3qTWAaXHX5qUBhNETtqbcukFK2dbUsDtsnbtDZC27W1X2rPl,Text,5,3,0,0,0,0,0,,,
2/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02ZzJptrBcKNzo2je1NizAnBHWArLtYPkbqku7ruLaxtZs43EQM6VA7TRzewugPuM3l,Photos,5,4,0,0,0,0,0,,,
2/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02UoeqU93AMS8sZepK4oyWM5DPLw9zYTX8que2rrjdhPDNxQe9w9qRgdvchz8sX1JFl,Links,5,4,1,1,0,0,0,,,
2/15/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid025NXs2hipxHpWyWnJ43jeKZtm9LQxH5SSXky5NrUFGAR3K8uNUPBiTYcLS5eQ6jzRl,Text,5,4,0,0,0,0,0,,,
2/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02qAyhqANCguECA3DhatEhFGjT7b8AMByykfqooigiAed12E3c2QwYki2AjiU1zbavl,Links,5,3,1,1,0,0,1,,,
2/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0wB2qjXFCfyvRA7R4eQpJ95dGn5LVNSYKiBxtvwvthKMkB4ruA4KLT3iJqphQGtsKl,Links,5,3,0,0,0,0,1,,,
2/11/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0RzAbSjTcBAfPgrisFyjzPEEQfaeNmqgriXdt5jSUUMjUDkQwzXGhSpnAPBu86vWtl,Links,5,5,1,1,0,0,2,,,
2/11/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid025u18GUw3or1dSwrtY53q1AGXJ3X5z2Y19bghanTorCVVctmg8VgZUsD4SuMJZioMl,Links,5,5,1,1,0,0,0,,,
2/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02nMi7yQgEcfMbot56EL1QDkVJhhLF8CzKBM66ECM5z1e8JjUZfEWYP5NU1dzEgFgjl,Photos,5,4,1,1,0,0,0,,,
2/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02KHNqC1hmkQVP9MaBHBkKJ7rVqkbmq5A3W6BbPwpZsF2dq7kwjKw4jzKumRRe1GKSl,Photos,5,4,0,0,0,0,0,,,
2/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid029fKAVceXd2Bfp7EZtfMujWShnRtjzqkiFEptvDYF4uwHsTLfZ7DsDF1nzG9M3zbQl,Links,5,4,1,1,0,0,2,,,
2/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02mH2GoqpVtgFEF1Hpa4zqpgp1ovG5QSDx263u8kZmfrGsGZi9JSJvFksZmwHKHbw7l,Text,5,5,0,0,0,0,0,,,
2/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0VB4Py5s9kDMWuPqpFFd3u6KxmA3u6NNzm77VrPJcwbhNeSGiGwWBZbA3D6HkeQufl,Photos,5,5,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid023SozRNdPEUUTtHNMc1Rf9Dw4ENXQhkU2JHyUKooo9BYQLYtoQj3xYr97iatANtyYl,Links,5,4,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02A6sN53FnrkncjF7hU6mS7UxsrQ5L6CfzwYcZ12os6P2oEkKLtuzHoQxARXWFDne1l,Links,5,4,0,0,0,0,1,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0r6Gr7HaPAStpgMkQBEqormdavMgUwSYS3v4qxCgzK9fG2zmKR2mE6T3RmThVUa2fl,Links,5,4,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0fqJCb9nDQb2ZzvC7V848mGzdgw4ts8it94vKRB29S9XstrL5eUsnvN24t4UdTFekl,Links,5,4,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0xquEr44CJ7utN8ofEhQw7YToJ1hDQYzUsGe3R3zzFNPz3k14N1d4LErBUJmWrx1fl,Links,5,4,0,0,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0XJMfifKc31VhFWwrobeHvrgcBrPjDoAuUBHvNjNsWAV49D3UN7xkBT6wgg4ems2al,Links,5,4,1,1,0,0,1,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0mdmq1a7qiQEQZwnfZ16D3Y6KTdqYw1xq2Gr8GKkEJuZuFhpFpLs9VYEPjGNoaU1ml,Links,5,4,0,0,0,0,0,,,
2/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid026PWKk9H8GniaZaXvdxhcfG15B8m3sD2xpoWxYYUVUfCdTJYJFuicPn5fYKrEAxf6l,Text,5,4,0,0,0,0,0,,,
2/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid023GywQNLmX2rGWmtUg8NnCXjGsJj6cRtdSyMfwEmw9pDeMe1QBpvnUZprSzj3wbRfl,Links,5,4,1,1,0,0,0,,,
2/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0rpksTMop94ruPCibRt3N5WaUUxEASMAQrkMWQAB6JhETd9hcjrxqFLbshmgCdithl,Links,5,5,1,1,0,0,0,,,
2/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0SZUYdnHyAjxC2ZrDn8H1JiNxdXW82v7d1Tdu8bs6f6w4Uv9AX1LeqBLCVysxjtwul,Links,5,5,1,1,0,0,0,,,
1/30/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02QmPyvBVVAP2oMzxmd2kCqpAGGt6NYbR5G6zhxvSbtrRooeV6WgToi8qbaCeH6w7Zl,Text,5,4,0,0,0,0,0,,,
1/29/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0b8pQVViX8EYhHCsJF7omhfvkUS3t8gWm64Nmn5W6QnxVESEW9vdhiTiKBRPeo2T9l,Links,5,5,0,0,0,0,3,,,
